loan_id,customer_id,loan_type,sanction_amount,disbursed_amount,interest_rate,tenure_months,disbursement_date,sector,branch_id,region
L018090,C008369,Personal,284291,273244.21,16.13,60,2025-03-25,Services,B008,South
L018091,C008675,Personal,699346,669058.93,17.94,24,2022-07-17,Services,B004,South
L018092,C010610,Home,13492338,12599918.88,9.78,180,2023-10-06,Real Estate,B010,North
L018093,C000503,Home,5958251,5608851.76,8.01,180,2025-11-23,Real Estate,B002,West
L018094,C014532,Auto,318758,302654.11,10.49,36,2024-05-05,Services,B004,South
L018095,C019444,Agri,2198006,2071745.71,7.19,24,2024-07-13,Agriculture,B007,East
L018096,C004674,Home,2918045,2862495.5,8.73,360,2025-07-06,Real Estate,B001,West
L018097,C005023,MSME,2516307,2358342.13,11.78,36,2024-11-24,Services,B001,West
L018098,C011643,Personal,735860,686686.55,15.7,36,2024-02-03,Services,B001,West
L018099,C006684,Home,2055766,2012532.54,8.87,360,2025-02-13,Real Estate,B009,North
L018100,C005296,Home,4136252,3982978.55,8.68,180,2022-08-15,Real Estate,B008,South
L018101,C007478,Auto,1709985,1546434.59,11.71,60,2026-02-14,Services,B006,West
L018102,C016861,Personal,58210,53279.22,11.5,48,2024-05-19,Services,B010,North
L018103,C000129,MSME,4008876,3689194.56,12.45,120,2022-02-28,Manufacturing,B001,West
L018104,C007180,Auto,2468889,2245996.73,11.51,48,2025-01-06,Services,B008,South
L018105,C009686,Education,626982,621548.31,12.19,60,2023-06-18,Services,B009,North
L018106,C012463,MSME,44072980,43872518.21,10.66,36,2025-09-02,Services,B007,East
L018107,C002022,Agri,3938721,3692129.41,7.58,24,2024-04-30,Agriculture,B008,South
L018108,C001975,Home,17410314,16334950.54,8.55,360,2022-02-02,Real Estate,B010,North
L018109,C003727,Agri,4603483,4473331.74,10.59,12,2025-10-27,Agriculture,B002,West
L018110,C005987,Auto,2497121,2428447.07,9.07,84,2022-05-29,Services,B004,South
L018111,C013305,Home,15096750,14506221.2,9.88,120,2021-11-23,Real Estate,B001,West
L018112,C007605,Auto,313112,287412.14,11.88,48,2022-12-31,Services,B001,West
L018113,C001001,Auto,2718658,2676530.18,10.02,60,2023-05-19,Services,B005,South
L018114,C017440,Agri,697482,671897.97,7.87,24,2022-07-20,Agriculture,B002,West
L018115,C019503,Agri,3008398,2866816.63,7.07,36,2024-12-07,Agriculture,B005,South
L018116,C002401,Home,10006772,9756243.57,8.72,240,2024-06-28,Real Estate,B010,North
L018117,C009753,Agri,4553466,4484595.34,10.78,24,2021-09-12,Agriculture,B009,North
L018118,C009646,Auto,2697868,2533631.18,10.63,84,2022-05-03,Services,B001,West
L018119,C008767,Auto,2241273,2079428.35,11.61,60,2022-08-23,Services,B008,South
L018120,C011297,Agri,4308152,4086724.63,10.16,24,2022-02-10,Agriculture,B002,West
L018121,C015524,Home,3379539,3215482.81,8.59,240,2022-12-19,Real Estate,B003,North
L018122,C006315,Personal,946612,862170.98,11.66,24,2025-10-12,Services,B005,South
L018123,C004264,Home,4977791,4623735.38,10.02,240,2024-12-02,Real Estate,B001,West
L018124,C001087,Home,17023572,16449217.97,8.76,360,2023-04-18,Real Estate,B003,North
L018125,C009114,Auto,1755366,1679109.75,10.36,48,2026-02-04,Services,B006,West
L018126,C005266,Home,11166389,10691091.44,9.13,360,2026-05-04,Real Estate,B002,West
L018127,C016438,MSME,41959588,38703109.03,11.46,60,2024-07-15,Manufacturing,B004,South
L018128,C011256,Auto,634678,609832.06,11.3,48,2025-06-03,Services,B003,North
L018129,C005339,Personal,339135,309517.8,13.19,48,2025-04-02,Services,B003,North
L018130,C002672,Auto,2428606,2215418.76,9.43,36,2023-10-25,Services,B010,North
L018131,C013177,Personal,91577,84582.17,13.09,36,2024-02-27,Services,B001,West
L018132,C005904,Home,1527800,1430192.99,9.37,360,2025-07-06,Real Estate,B004,South
L018133,C003244,MSME,4206381,4192213.18,11.37,84,2022-09-04,IT/ITES,B008,South
L018134,C005844,Agri,3256074,3016984.41,8.05,24,2023-01-13,Agriculture,B005,South
L018135,C002061,Education,3781944,3683383.6,12.84,120,2025-10-14,Services,B006,West
L018136,C005554,Personal,71221,64190.27,13.74,24,2025-11-03,Services,B002,West
L018137,C003424,Home,6874407,6261847.4,10.34,120,2023-08-15,Real Estate,B009,North
L018138,C001432,Personal,815861,792645.51,16.15,24,2023-09-01,Services,B006,West
L018139,C006282,Home,8851686,8700396.46,10.2,240,2021-11-08,Real Estate,B003,North
L018140,C017697,Auto,1018384,955654.37,9.35,36,2025-11-15,Services,B002,West
L018141,C007086,Auto,1767349,1766865.73,9.4,48,2025-09-11,Services,B007,East
L018142,C003219,Personal,988863,914723.26,15.59,60,2024-11-07,Services,B003,North
L018143,C007422,Personal,107446,105003.83,13.37,60,2026-05-06,Services,B001,West
L018144,C013587,MSME,47425088,43116198.18,9.75,36,2022-10-21,Manufacturing,B008,South
L018145,C008378,Home,4939785,4902849.12,9.34,120,2022-06-12,Real Estate,B006,West
L018146,C016248,Home,6314825,6253895.85,10.04,120,2024-03-23,Real Estate,B005,South
L018147,C013708,Auto,2687018,2621399.52,11.58,60,2022-09-21,Services,B003,North
L018148,C019394,Education,815389,783171.81,11.42,84,2023-08-21,Services,B009,North
L018149,C011530,Education,3857452,3512292.4,10.45,84,2024-04-03,Services,B005,South
L018150,C001290,Auto,2194684,2031677.16,11.87,48,2024-04-25,Services,B010,North
L018151,C012311,Home,3262394,3037863.89,8.4,180,2023-07-13,Real Estate,B001,West
L018152,C016613,Home,7005543,6972347.32,9.54,360,2025-01-12,Real Estate,B003,North
L018153,C019037,Home,8330885,7949102.01,8.94,180,2023-05-12,Real Estate,B010,North
L018154,C018318,Home,5476801,5314563.58,9.47,120,2024-10-10,Real Estate,B009,North
L018155,C013951,Home,4509251,4202983.25,10.29,240,2022-01-24,Real Estate,B007,East
L018156,C002650,MSME,48622120,47801743.0,10.42,120,2023-10-16,IT/ITES,B009,North
L018157,C013040,Auto,2113037,2071778.63,11.27,48,2023-08-21,Services,B002,West
L018158,C013446,Auto,893751,835427.22,10.15,60,2023-01-05,Services,B002,West
L018159,C005322,Personal,688707,648022.16,12.89,36,2026-05-31,Services,B001,West
L018160,C007934,Auto,2894843,2768809.75,11.94,48,2022-06-02,Services,B008,South
L018161,C005427,Personal,491191,465124.93,15.6,24,2025-01-14,Services,B008,South
L018162,C010611,Personal,781299,747299.7,11.12,12,2026-03-09,Services,B008,South
L018163,C015652,Agri,1430260,1344214.27,8.93,36,2025-12-14,Agriculture,B009,North
L018164,C019562,MSME,32829482,32796452.59,10.49,24,2023-04-04,Manufacturing,B005,South
L018165,C002674,Personal,151107,144139.66,17.69,48,2025-01-08,Services,B010,North
L018166,C010161,Personal,834897,768188.59,12.96,60,2021-11-18,Services,B008,South
L018167,C002491,Personal,935534,883297.88,14.93,48,2022-11-22,Services,B006,West
L018168,C010827,Home,4891987,4845331.36,8.48,360,2025-12-19,Real Estate,B009,North
L018169,C007789,Home,11867504,11662630.57,8.04,240,2024-08-19,Real Estate,B002,West
L018170,C019203,Home,16820980,15626462.1,10.45,240,2024-04-16,Real Estate,B006,West
L018171,C003118,Personal,104382,101215.27,16.93,60,2023-06-04,Services,B002,West
L018172,C016151,Personal,262140,251961.34,13.27,60,2023-04-25,Services,B006,West
L018173,C019992,Auto,1271856,1205214.87,10.84,84,2021-10-28,Services,B002,West
L018174,C010931,Auto,2981449,2962453.04,9.62,48,2026-04-04,Services,B007,East
L018175,C011633,Home,18081524,17366818.88,9.58,180,2026-07-04,Real Estate,B002,West
L018176,C013835,Agri,2359029,2351518.76,7.58,12,2024-09-07,Agriculture,B007,East
L018177,C001112,Auto,2229433,2207848.43,11.98,36,2025-11-28,Services,B006,West
L018178,C019934,Home,9935035,9100869.06,10.21,360,2023-08-14,Real Estate,B004,South
L018179,C017876,Personal,105311,97960.51,15.8,24,2023-05-26,Services,B002,West
L018180,C015602,Personal,686598,671845.71,12.93,36,2024-03-19,Services,B001,West
L018181,C016915,Auto,418027,379894.31,10.89,36,2026-04-25,Services,B003,North
L018182,C005158,Personal,733518,699215.85,12.49,36,2024-01-03,Services,B001,West
L018183,C006961,Personal,651798,645523.32,13.65,36,2022-03-06,Services,B008,South
L018184,C011405,Home,19523592,19141749.25,10.34,240,2023-06-15,Real Estate,B008,South
L018185,C019938,Home,6717829,6151262.33,8.61,120,2024-05-09,Real Estate,B010,North
L018186,C017191,MSME,31085913,28922255.92,10.22,36,2024-06-01,Services,B007,East
L018187,C010304,Home,15806832,14730556.23,8.45,240,2024-05-18,Real Estate,B003,North
L018188,C005914,Auto,1708241,1666681.53,10.86,84,2025-11-26,Services,B006,West
L018189,C018173,Home,6688092,6394166.6,9.33,180,2024-11-18,Real Estate,B005,South
L018190,C012570,Home,14205279,13105966.49,10.16,180,2024-05-12,Real Estate,B007,East
L018191,C004926,Agri,1740218,1588466.7,9.87,12,2021-12-16,Agriculture,B007,East
L018192,C004281,Auto,2091638,1985882.14,9.06,36,2024-05-24,Services,B002,West
L018193,C014053,Agri,1855492,1755704.3,9.27,24,2026-04-13,Agriculture,B006,West
L018194,C015726,Home,4270115,4255079.57,8.5,360,2024-04-17,Real Estate,B007,East
L018195,C012892,Home,16214538,14726553.52,10.32,360,2021-08-03,Real Estate,B009,North
L018196,C007343,Auto,1283278,1215923.55,10.66,60,2023-10-28,Services,B001,West
L018197,C003765,MSME,8973238,8337617.39,13.39,60,2022-02-09,Services,B008,South
L018198,C002409,Personal,931263,894788.01,16.85,12,2024-09-25,Services,B008,South
L018199,C009695,Auto,1592866,1471685.99,11.43,60,2024-11-11,Services,B008,South
L018200,C010050,MSME,46252178,45271788.4,11.41,24,2022-05-05,Services,B008,South
L018201,C016983,Agri,3865150,3634640.42,8.82,36,2022-02-25,Agriculture,B002,West
L018202,C014924,Home,19422796,18634717.62,9.62,120,2023-04-27,Real Estate,B006,West
L018203,C015530,Auto,2550969,2515167.0,10.97,48,2025-09-08,Services,B002,West
L018204,C009968,Personal,300195,285415.28,17.97,60,2023-03-07,Services,B001,West
L018205,C018444,Education,3639027,3466999.23,12.8,120,2024-04-23,Services,B004,South
L018206,C015124,Auto,689708,656420.43,11.03,84,2024-04-28,Services,B005,South
L018207,C012975,Auto,2834814,2760394.95,9.11,60,2022-05-11,Services,B003,North
L018208,C000943,Home,3154135,3066768.54,10.38,240,2026-02-26,Real Estate,B010,North
L018209,C001153,Auto,674207,626148.86,9.21,84,2022-09-18,Services,B007,East
L018210,C005383,Auto,681201,659560.52,9.03,84,2023-12-09,Services,B009,North
L018211,C007429,Auto,2684191,2566242.22,9.03,36,2022-02-07,Services,B007,East
L018212,C016332,Personal,222659,202416.89,11.24,24,2026-06-15,Services,B002,West
L018213,C009956,Auto,2425390,2338984.67,11.64,48,2024-11-12,Services,B005,South
L018214,C010965,Personal,656548,632213.41,11.3,12,2025-03-07,Services,B004,South
L018215,C016891,Auto,1041903,956715.07,11.36,60,2024-11-13,Services,B010,North
L018216,C005670,MSME,40529047,37075123.92,10.11,60,2023-07-20,Services,B002,West
L018217,C015467,Home,2165422,2120447.99,10.43,240,2021-12-21,Real Estate,B004,South
L018218,C016829,MSME,6345329,5834148.68,13.34,120,2024-01-14,Services,B002,West
L018219,C009538,Home,12555958,11960595.98,9.43,240,2023-09-26,Real Estate,B005,South
L018220,C000762,Home,9392016,8495757.75,9.7,240,2026-02-11,Real Estate,B003,North
L018221,C010751,Personal,432507,397997.49,14.76,36,2023-07-06,Services,B001,West
L018222,C019568,Home,19500077,18901224.21,9.5,120,2022-01-20,Real Estate,B008,South
L018223,C017606,Auto,2121474,2065905.69,10.8,60,2024-03-05,Services,B008,South
L018224,C016651,Agri,1745749,1740516.36,10.24,24,2023-05-16,Agriculture,B010,North
L018225,C007464,Home,8218259,7909324.06,10.43,120,2023-12-14,Real Estate,B002,West
L018226,C000412,MSME,35484167,34872762.3,12.03,24,2025-08-13,IT/ITES,B004,South
L018227,C004472,Personal,167619,160291.24,17.9,60,2022-12-14,Services,B009,North
L018228,C004778,Home,2687371,2442085.13,10.15,240,2022-03-12,Real Estate,B005,South
L018229,C014311,Auto,1011366,934145.78,11.67,36,2025-11-04,Services,B001,West
L018230,C005283,Education,1938720,1864267.6,10.48,120,2021-08-27,Services,B004,South
L018231,C000815,Personal,480785,469634.45,13.68,60,2025-12-09,Services,B003,North
L018232,C002424,Personal,887645,884284.54,13.17,48,2023-12-25,Services,B004,South
L018233,C019548,Auto,2037673,1882635.75,10.16,48,2021-12-01,Services,B001,West
L018234,C017983,Auto,2758082,2577677.39,9.47,60,2023-05-27,Services,B003,North
L018235,C004632,Auto,554460,514228.57,10.11,36,2025-11-21,Services,B004,South
L018236,C014848,Home,14877349,13798781.75,10.34,180,2025-11-29,Real Estate,B001,West
L018237,C009081,Auto,2741839,2548523.6,9.15,84,2023-05-16,Services,B007,East
L018238,C006100,Agri,2600894,2440212.29,7.48,36,2026-02-22,Agriculture,B007,East
L018239,C017923,Personal,369681,343009.03,17.31,60,2022-12-29,Services,B001,West
L018240,C016440,Personal,792228,756193.25,14.43,24,2025-09-21,Services,B003,North
L018241,C012965,Auto,1856294,1689530.18,10.43,84,2023-03-03,Services,B003,North
L018242,C006632,Auto,2098076,2077731.09,11.26,48,2026-01-14,Services,B007,East
L018243,C004036,Home,11794541,11019977.29,9.31,120,2026-04-25,Real Estate,B003,North
L018244,C008551,Home,7181284,6681068.02,9.72,120,2026-07-08,Real Estate,B006,West
L018245,C007865,MSME,42141680,41725139.21,10.75,120,2023-03-01,Retail Trade,B002,West
L018246,C007883,MSME,30663885,29551465.14,10.72,84,2022-06-21,IT/ITES,B006,West
L018247,C012949,Education,978567,942339.94,12.8,60,2025-01-18,Services,B004,South
L018248,C016385,Personal,917562,844609.48,11.79,60,2023-10-03,Services,B009,North
L018249,C015891,Education,1316911,1238181.19,9.72,84,2022-11-05,Services,B004,South
L018250,C002123,Home,3698912,3363111.37,8.01,240,2021-11-30,Real Estate,B005,South
L018251,C004831,MSME,40298702,37163287.93,9.55,84,2025-12-08,IT/ITES,B006,West
L018252,C007707,Personal,616860,601768.08,13.13,24,2026-04-07,Services,B004,South
L018253,C000954,Agri,2282984,2080122.32,8.39,36,2023-11-11,Agriculture,B010,North
L018254,C019808,Auto,759787,697805.19,11.92,60,2025-07-04,Services,B010,North
L018255,C015587,MSME,29012225,28768246.19,11.38,84,2024-07-18,Retail Trade,B002,West
L018256,C014907,Home,2651271,2502200.39,9.43,360,2021-12-03,Real Estate,B002,West
L018257,C010538,Personal,232072,219289.39,14.3,36,2021-10-31,Services,B005,South
L018258,C009586,MSME,12343303,12186615.32,11.38,60,2026-06-13,Manufacturing,B007,East
L018259,C010288,Home,6202454,6057814.01,9.29,360,2025-09-12,Real Estate,B010,North
L018260,C011722,Home,9333027,8453701.48,9.17,120,2024-05-18,Real Estate,B002,West
L018261,C002993,Personal,380141,347913.78,14.3,12,2022-12-21,Services,B005,South
L018262,C011800,Home,16919369,16736865.15,10.39,120,2024-10-02,Real Estate,B010,North
L018263,C015903,MSME,28123019,27688524.43,12.5,120,2023-11-19,Services,B004,South
L018264,C008782,Auto,1033424,984411.5,10.05,84,2026-03-21,Services,B004,South
L018265,C008388,Personal,857181,773182.26,14.82,60,2026-06-16,Services,B001,West
L018266,C010204,Personal,839176,826177.63,12.5,12,2026-03-10,Services,B007,East
L018267,C007510,Agri,2723456,2481456.63,10.64,36,2024-05-02,Agriculture,B004,South
L018268,C012596,Personal,796444,784313.32,14.0,36,2021-12-15,Services,B003,North
L018269,C008067,Auto,807610,801545.25,10.69,60,2024-03-14,Services,B007,East
L018270,C011253,Agri,2574522,2412059.58,7.9,36,2021-09-22,Agriculture,B007,East
L018271,C017062,Auto,781376,733591.74,10.58,36,2025-02-09,Services,B010,North
L018272,C018856,MSME,36234198,36074186.83,9.86,84,2025-07-02,Manufacturing,B007,East
L018273,C014078,Personal,82882,75121.44,17.07,24,2024-07-15,Services,B007,East
L018274,C011251,Agri,1600058,1483578.73,9.58,36,2023-07-28,Agriculture,B004,South
L018275,C007052,Agri,1660088,1564117.8,7.93,24,2022-08-07,Agriculture,B006,West
L018276,C009103,Agri,3951099,3641202.05,10.53,24,2025-07-25,Agriculture,B009,North
L018277,C007491,Auto,683906,680270.02,11.06,36,2024-09-15,Services,B010,North
L018278,C007023,Auto,571257,547255.33,10.11,84,2023-01-23,Services,B001,West
L018279,C015616,Personal,509517,494178.32,16.46,60,2022-11-18,Services,B003,North
L018280,C000961,Auto,2675131,2468774.72,9.98,48,2023-03-26,Services,B008,South
L018281,C007903,Agri,3975671,3791563.05,10.86,12,2022-04-29,Agriculture,B009,North
L018282,C008820,Home,6380406,5886023.33,9.09,120,2022-05-12,Real Estate,B005,South
L018283,C006406,Personal,81486,75126.21,16.24,36,2022-01-03,Services,B010,North
L018284,C012560,Auto,2841050,2760877.47,9.57,48,2024-01-16,Services,B003,North
L018285,C010239,Home,5234879,4728448.21,10.44,180,2024-11-18,Real Estate,B002,West
L018286,C013438,Auto,1974774,1788676.9,9.53,48,2022-11-13,Services,B008,South
L018287,C012086,Personal,397474,372824.32,15.45,48,2022-01-07,Services,B010,North
L018288,C011401,Personal,601916,586506.38,16.75,48,2022-01-02,Services,B002,West
L018289,C000680,MSME,25827885,24090387.55,9.73,24,2026-04-10,IT/ITES,B003,North
L018290,C019175,Home,13585609,13227705.63,10.42,240,2023-08-19,Real Estate,B006,West
L018291,C004683,Agri,2545854,2536816.15,8.74,12,2025-10-19,Agriculture,B008,South
L018292,C012318,Home,14103447,13680660.52,10.2,360,2025-05-06,Real Estate,B008,South
L018293,C019062,Auto,1554475,1445672.41,10.35,48,2024-01-06,Services,B002,West
L018294,C003418,Education,795747,721398.28,9.1,120,2026-07-04,Services,B005,South
L018295,C000838,MSME,48523191,45370375.37,12.61,24,2024-06-02,Services,B002,West
L018296,C017671,Home,19408743,19250894.16,8.76,240,2026-02-05,Real Estate,B002,West
L018297,C003083,Home,5188437,4902627.38,8.59,360,2026-04-20,Real Estate,B008,South
L018298,C009960,Personal,406621,398649.44,12.18,48,2021-12-31,Services,B005,South
L018299,C018246,Personal,188896,185106.49,14.98,12,2022-08-08,Services,B009,North
L018300,C009890,MSME,35371051,31979970.08,10.56,24,2025-04-05,IT/ITES,B004,South
L018301,C003078,Home,15226818,14128579.46,8.38,120,2022-07-30,Real Estate,B010,North
L018302,C003836,Home,10864074,10180200.33,10.17,240,2024-11-09,Real Estate,B009,North
L018303,C018349,Personal,803229,736846.79,13.64,12,2026-01-18,Services,B007,East
L018304,C006580,Auto,1917333,1788747.9,9.36,84,2025-03-04,Services,B001,West
L018305,C006492,Personal,430789,415231.02,14.75,60,2026-06-01,Services,B006,West
L018306,C006384,Agri,2114790,2097894.53,9.45,36,2024-10-06,Agriculture,B004,South
L018307,C001825,Auto,907436,822493.0,11.45,36,2026-03-19,Services,B010,North
L018308,C012967,Agri,3934813,3713259.42,10.57,12,2023-06-22,Agriculture,B010,North
L018309,C012455,Personal,616804,609983.51,11.86,36,2021-11-02,Services,B007,East
L018310,C007743,Home,7130376,7121086.21,9.46,240,2024-08-06,Real Estate,B006,West
L018311,C004247,Home,2748982,2597283.74,10.07,180,2026-04-02,Real Estate,B003,North
L018312,C005327,Personal,541777,526050.56,11.32,12,2025-07-27,Services,B009,North
L018313,C014410,Education,2347503,2161483.67,11.53,84,2022-09-22,Services,B002,West
L018314,C004820,Home,16858867,16202253.83,10.07,120,2023-11-29,Real Estate,B004,South
L018315,C018253,Auto,1977513,1819869.92,11.02,48,2022-03-15,Services,B009,North
L018316,C007415,Home,5153941,4994315.33,8.07,360,2025-01-20,Real Estate,B003,North
L018317,C005797,Home,2855505,2740580.06,10.34,360,2023-06-12,Real Estate,B008,South
L018318,C007539,MSME,21870543,21446899.85,10.54,60,2021-11-26,IT/ITES,B001,West
L018319,C016502,Personal,949370,863320.28,14.9,12,2025-03-05,Services,B004,South
L018320,C002351,Home,18302536,16942543.64,8.34,240,2022-04-22,Real Estate,B003,North
L018321,C019940,Home,4005878,3822636.78,9.41,360,2025-10-21,Real Estate,B003,North
L018322,C018171,Auto,2576681,2364816.09,11.83,36,2023-03-21,Services,B003,North
L018323,C005384,Home,19743115,19469972.18,8.18,180,2023-10-10,Real Estate,B006,West
L018324,C011968,Home,19421157,17896858.01,9.0,240,2021-11-22,Real Estate,B002,West
L018325,C003894,Auto,386989,363072.79,11.43,48,2026-05-27,Services,B008,South
L018326,C006822,Personal,507963,490538.07,16.52,24,2024-07-14,Services,B008,South
L018327,C010078,Education,3637655,3420979.77,9.73,60,2023-08-01,Services,B003,North
L018328,C007689,Agri,3630836,3392467.27,7.11,36,2023-05-09,Agriculture,B008,South
L018329,C000149,Auto,2689891,2444098.5,9.12,36,2022-04-23,Services,B010,North
L018330,C014033,Agri,1628095,1585170.46,7.92,24,2024-04-05,Agriculture,B003,North
L018331,C012356,Home,11935731,11217227.7,8.72,240,2022-06-19,Real Estate,B010,North
L018332,C002759,Personal,736648,695865.27,16.87,24,2023-10-26,Services,B009,North
L018333,C013580,Agri,638138,616434.78,9.25,24,2023-09-28,Agriculture,B005,South
L018334,C002225,Personal,820566,783007.94,16.26,36,2025-07-11,Services,B007,East
L018335,C019374,Personal,741298,735268.68,15.53,36,2022-03-31,Services,B005,South
L018336,C009729,Home,2644019,2620463.67,9.75,120,2021-12-08,Real Estate,B001,West
L018337,C013364,Auto,2378413,2203857.18,10.59,48,2021-09-21,Services,B009,North
L018338,C004426,Personal,280731,262492.73,12.43,12,2024-12-04,Services,B008,South
L018339,C001841,Education,2315286,2158178.57,9.04,120,2022-01-16,Services,B010,North
L018340,C001912,Auto,1739464,1734127.08,10.36,60,2024-04-17,Services,B009,North
L018341,C017254,Personal,86853,80944.74,15.08,12,2024-03-22,Services,B003,North
L018342,C000006,Education,1336021,1273848.29,10.06,120,2024-05-27,Services,B001,West
L018343,C007680,Personal,693107,640991.22,11.81,48,2022-12-11,Services,B007,East
L018344,C018139,MSME,1649829,1543312.68,11.81,24,2025-02-01,Services,B004,South
L018345,C006019,Auto,2909608,2899268.79,9.02,60,2025-08-17,Services,B002,West
L018346,C018728,Personal,542347,532833.93,17.32,48,2023-10-29,Services,B010,North
L018347,C004592,Personal,573158,546379.6,17.35,48,2024-05-18,Services,B005,South
L018348,C007952,Personal,767857,711543.97,13.28,36,2022-05-21,Services,B002,West
L018349,C013240,Auto,793973,739986.03,10.12,48,2024-02-08,Services,B010,North
L018350,C014861,Agri,106216,99305.9,10.04,24,2025-10-09,Agriculture,B001,West
L018351,C000850,Auto,1217909,1138374.47,11.53,36,2021-09-10,Services,B002,West
L018352,C016699,Personal,179788,164773.12,11.59,24,2022-02-13,Services,B004,South
L018353,C016686,MSME,21672892,20227993.49,9.65,36,2024-10-10,Retail Trade,B001,West
L018354,C006874,Auto,1315813,1309798.84,11.92,36,2022-10-07,Services,B006,West
L018355,C015898,Personal,367165,360448.74,16.29,60,2023-07-16,Services,B002,West
L018356,C009193,Personal,440694,420136.71,16.67,48,2022-06-06,Services,B009,North
L018357,C005666,Home,8445068,7742822.89,10.15,120,2024-06-10,Real Estate,B004,South
L018358,C012288,Home,15419518,15066010.19,8.72,180,2023-08-15,Real Estate,B005,South
L018359,C019279,Auto,977174,964302.11,11.24,36,2026-01-23,Services,B009,North
L018360,C003454,Personal,409565,399004.95,15.49,24,2023-09-08,Services,B001,West
L018361,C005078,Auto,1168014,1112286.89,10.12,48,2024-12-03,Services,B003,North
L018362,C017850,Auto,985259,960871.32,11.11,84,2023-09-18,Services,B006,West
L018363,C007797,Auto,348186,326930.29,10.73,48,2026-03-28,Services,B006,West
L018364,C011336,Auto,2603478,2397307.61,9.79,84,2025-09-10,Services,B003,North
L018365,C018462,Home,4646381,4535189.52,10.47,360,2021-08-04,Real Estate,B003,North
L018366,C015165,Auto,807494,780053.62,10.82,84,2025-06-15,Services,B006,West
L018367,C010778,MSME,18503986,17079240.06,9.51,24,2025-10-17,Retail Trade,B005,South
L018368,C013428,Auto,1628867,1496546.42,10.02,60,2024-11-24,Services,B007,East
L018369,C004809,Agri,3061609,3061471.38,8.36,12,2026-04-14,Agriculture,B010,North
L018370,C000850,Education,2171266,2008238.82,12.73,120,2026-05-14,Services,B002,West
L018371,C017453,Home,13799053,12592371.06,9.25,120,2025-10-15,Real Estate,B008,South
L018372,C019749,Home,10913669,10016964.05,10.09,240,2023-04-28,Real Estate,B010,North
L018373,C013725,Auto,1017599,952659.25,9.87,36,2025-05-23,Services,B003,North
L018374,C005967,Home,14540964,14457288.71,8.44,120,2025-12-21,Real Estate,B010,North
L018375,C006366,Auto,2831427,2756255.31,9.14,36,2021-11-19,Services,B005,South
L018376,C013630,MSME,38530635,35092482.76,12.95,120,2022-02-27,Manufacturing,B007,East
L018377,C007998,Auto,2717358,2586785.6,11.77,60,2026-01-27,Services,B007,East
L018378,C007681,Agri,414977,408072.52,9.1,12,2023-06-13,Agriculture,B008,South
L018379,C006884,Home,5362452,5248803.33,8.09,180,2023-06-20,Real Estate,B006,West
L018380,C013924,Agri,3057490,3009832.87,9.62,36,2024-01-30,Agriculture,B004,South
L018381,C013706,Home,17053942,15909067.54,9.21,120,2025-08-21,Real Estate,B008,South
L018382,C017170,Education,2989787,2779543.3,11.4,60,2022-06-14,Services,B002,West
L018383,C015891,Home,19874813,18230138.64,9.86,360,2023-02-11,Real Estate,B008,South
L018384,C013190,Auto,2986671,2773293.27,10.92,36,2026-07-03,Services,B001,West
L018385,C000768,Personal,344881,332999.24,15.66,48,2023-11-01,Services,B006,West
L018386,C010713,Personal,718214,671117.51,14.65,36,2024-02-25,Services,B005,South
L018387,C001168,Auto,2137517,2002512.74,9.4,36,2022-01-09,Services,B001,West
L018388,C018184,Personal,907505,855796.51,17.72,60,2024-11-14,Services,B007,East
L018389,C010757,Education,2106270,2031214.79,9.61,60,2023-02-27,Services,B009,North
L018390,C013116,Auto,2839670,2619976.38,9.92,48,2022-01-16,Services,B009,North
L018391,C001460,MSME,31982758,29667631.77,13.99,36,2021-11-24,Manufacturing,B005,South
L018392,C019878,Home,2174598,1982806.63,9.33,180,2021-09-02,Real Estate,B008,South
L018393,C001105,Personal,181356,166862.05,16.53,24,2025-01-18,Services,B002,West
L018394,C010714,Auto,1944876,1817582.23,11.77,36,2022-07-04,Services,B007,East
L018395,C003083,MSME,16491192,15530721.29,10.33,84,2023-07-08,IT/ITES,B002,West
L018396,C011051,Home,16096181,15884277.67,9.76,180,2023-03-07,Real Estate,B006,West
L018397,C019024,Auto,399455,392108.9,10.47,36,2025-04-01,Services,B002,West
L018398,C015282,Auto,863558,794219.33,11.73,84,2023-05-20,Services,B005,South
L018399,C018187,MSME,30388217,29413188.38,12.69,60,2023-05-14,Services,B009,North
L018400,C002854,Auto,1990589,1827451.46,9.65,48,2026-02-11,Services,B001,West
L018401,C005782,Education,1047919,956453.22,11.6,60,2023-09-09,Services,B010,North
L018402,C013853,Auto,1642070,1478188.56,11.58,60,2021-10-02,Services,B001,West
L018403,C004480,Education,2750449,2648925.58,9.0,60,2024-04-28,Services,B006,West
L018404,C011221,Home,14720394,13932902.38,8.62,240,2022-06-05,Real Estate,B004,South
L018405,C001426,Home,16012867,14583348.06,8.38,360,2024-06-04,Real Estate,B005,South
L018406,C008920,Personal,754324,710053.89,17.23,36,2022-11-24,Services,B007,East
L018407,C001156,Personal,578852,568236.85,16.5,12,2025-03-01,Services,B010,North
L018408,C016531,Personal,782073,719974.65,17.7,48,2025-09-14,Services,B006,West
L018409,C012207,Home,7758338,7147072.57,10.29,120,2025-01-03,Real Estate,B008,South
L018410,C010940,Personal,896503,854911.01,12.64,48,2024-09-29,Services,B002,West
