loan_id,rating_date,internal_rating,PD
L017596,2026-07-30,3,1.12
L017597,2026-07-30,2,0.46
L017598,2026-07-30,6,5.15
L017599,2026-07-30,2,0.46
L017600,2026-07-30,1,0.1
L017601,2026-07-30,2,0.46
L017602,2026-07-30,1,0.1
L017603,2026-07-30,6,5.15
L017604,2026-07-30,1,0.1
L017605,2026-07-30,3,1.12
L017606,2026-07-30,1,0.1
L017607,2026-07-30,1,0.1
L017608,2026-07-30,2,0.46
L017609,2026-07-30,3,1.12
L017610,2026-07-30,2,0.46
L017611,2026-07-30,3,1.12
L017612,2026-07-30,8,9.7
L017613,2026-07-30,1,0.1
L017614,2026-07-30,9,12.57
L017615,2026-07-30,4,2.11
L017616,2026-07-30,3,1.12
L017617,2026-07-30,5,3.45
L017618,2026-07-30,1,0.1
L017619,2026-07-30,2,0.46
L017620,2026-07-30,6,5.15
L017621,2026-07-30,7,7.23
L017622,2026-07-30,3,1.12
L017623,2026-07-30,3,1.12
L017624,2026-07-30,1,0.1
L017625,2026-07-30,1,0.1
L017626,2026-07-30,7,7.23
L017627,2026-07-30,5,3.45
L017628,2026-07-30,1,0.1
L017629,2026-07-30,1,0.1
L017630,2026-07-30,2,0.46
L017631,2026-07-30,3,1.12
L017632,2026-07-30,7,7.23
L017633,2026-07-30,3,1.12
L017634,2026-07-30,2,0.46
L017635,2026-07-30,3,1.12
L017636,2026-07-30,2,0.46
L017637,2026-07-30,2,0.46
L017638,2026-07-30,3,1.12
L017639,2026-07-30,6,5.15
L017640,2026-07-30,2,0.46
L017641,2026-07-30,10,15.85
L017642,2026-07-30,3,1.12
L017643,2026-07-30,6,5.15
L017644,2026-07-30,3,1.12
L017645,2026-07-30,2,0.46
L017646,2026-07-30,1,0.1
L017647,2026-07-30,3,1.12
L017648,2026-07-30,9,12.57
L017649,2026-07-30,1,0.1
L017650,2026-07-30,8,9.7
L017651,2026-07-30,4,2.11
L017652,2026-07-30,3,1.12
L017653,2026-07-30,1,0.1
L017654,2026-07-30,10,15.85
L017655,2026-07-30,1,0.1
L017656,2026-07-30,3,1.12
L017657,2026-07-30,1,0.1
L017658,2026-07-30,2,0.46
L017659,2026-07-30,3,1.12
L017660,2026-07-30,1,0.1
L017661,2026-07-30,1,0.1
L017662,2026-07-30,2,0.46
L017663,2026-07-30,9,12.57
L017664,2026-07-30,9,12.57
L017665,2026-07-30,3,1.12
L017666,2026-07-30,3,1.12
L017667,2026-07-30,3,1.12
L017668,2026-07-30,10,15.85
L017669,2026-07-30,3,1.12
L017670,2026-07-30,1,0.1
L017671,2026-07-30,7,7.23
L017672,2026-07-30,3,1.12
L017673,2026-07-30,2,0.46
L017674,2026-07-30,1,0.1
L017675,2026-07-30,8,9.7
L017676,2026-07-30,1,0.1
L017677,2026-07-30,2,0.46
L017678,2026-07-30,3,1.12
L017679,2026-07-30,3,1.12
L017680,2026-07-30,4,2.11
L017681,2026-07-30,5,3.45
L017682,2026-07-30,3,1.12
L017683,2026-07-30,7,7.23
L017684,2026-07-30,3,1.12
L017685,2026-07-30,3,1.12
L017686,2026-07-30,2,0.46
L017687,2026-07-30,2,0.46
L017688,2026-07-30,2,0.46
L017689,2026-07-30,3,1.12
L017690,2026-07-30,1,0.1
L017691,2026-07-30,8,9.7
L017692,2026-07-30,2,0.46
L017693,2026-07-30,3,1.12
L017694,2026-07-30,5,3.45
L017695,2026-07-30,1,0.1
L017696,2026-07-30,3,1.12
L017697,2026-07-30,4,2.11
L017698,2026-07-30,3,1.12
L017699,2026-07-30,3,1.12
L017700,2026-07-30,7,7.23
L017701,2026-07-30,1,0.1
L017702,2026-07-30,3,1.12
L017703,2026-07-30,1,0.1
L017704,2026-07-30,1,0.1
L017705,2026-07-30,10,15.85
L017706,2026-07-30,1,0.1
L017707,2026-07-30,3,1.12
L017708,2026-07-30,6,5.15
L017709,2026-07-30,2,0.46
L017710,2026-07-30,2,0.46
L017711,2026-07-30,2,0.46
L017712,2026-07-30,3,1.12
L017713,2026-07-30,3,1.12
L017714,2026-07-30,3,1.12
L017715,2026-07-30,5,3.45
L017716,2026-07-30,2,0.46
L017717,2026-07-30,10,15.85
L017718,2026-07-30,3,1.12
L017719,2026-07-30,1,0.1
L017720,2026-07-30,5,3.45
L017721,2026-07-30,1,0.1
L017722,2026-07-30,3,1.12
L017723,2026-07-30,2,0.46
L017724,2026-07-30,3,1.12
L017725,2026-07-30,2,0.46
L017726,2026-07-30,9,12.57
L017727,2026-07-30,7,7.23
L017728,2026-07-30,9,12.57
L017729,2026-07-30,3,1.12
L017730,2026-07-30,6,5.15
L017731,2026-07-30,2,0.46
L017732,2026-07-30,7,7.23
L017733,2026-07-30,1,0.1
L017734,2026-07-30,1,0.1
L017735,2026-07-30,1,0.1
L017736,2026-07-30,2,0.46
L017737,2026-07-30,3,1.12
L017738,2026-07-30,8,9.7
L017739,2026-07-30,9,12.57
L017740,2026-07-30,10,15.85
L017741,2026-07-30,2,0.46
L017742,2026-07-30,1,0.1
L017743,2026-07-30,4,2.11
L017744,2026-07-30,1,0.1
L017745,2026-07-30,2,0.46
L017746,2026-07-30,1,0.1
L017747,2026-07-30,1,0.1
L017748,2026-07-30,2,0.46
L017749,2026-07-30,3,1.12
L017750,2026-07-30,2,0.46
L017751,2026-07-30,2,0.46
L017752,2026-07-30,5,3.45
L017753,2026-07-30,2,0.46
L017754,2026-07-30,5,3.45
L017755,2026-07-30,1,0.1
L017756,2026-07-30,3,1.12
L017757,2026-07-30,1,0.1
L017758,2026-07-30,7,7.23
L017759,2026-07-30,10,15.85
L017760,2026-07-30,2,0.46
L017761,2026-07-30,2,0.46
L017762,2026-07-30,2,0.46
L017763,2026-07-30,6,5.15
L017764,2026-07-30,3,1.12
L017765,2026-07-30,1,0.1
L017766,2026-07-30,1,0.1
L017767,2026-07-30,2,0.46
L017768,2026-07-30,8,9.7
L017769,2026-07-30,7,7.23
L017770,2026-07-30,2,0.46
L017771,2026-07-30,2,0.46
L017772,2026-07-30,1,0.1
L017773,2026-07-30,2,0.46
L017774,2026-07-30,4,2.11
L017775,2026-07-30,10,15.85
L017776,2026-07-30,2,0.46
L017777,2026-07-30,4,2.11
L017778,2026-07-30,3,1.12
L017779,2026-07-30,3,1.12
L017780,2026-07-30,3,1.12
L017781,2026-07-30,1,0.1
L017782,2026-07-30,1,0.1
L017783,2026-07-30,4,2.11
L017784,2026-07-30,2,0.46
L017785,2026-07-30,2,0.46
L017786,2026-07-30,9,12.57
L017787,2026-07-30,2,0.46
L017788,2026-07-30,2,0.46
L017789,2026-07-30,3,1.12
L017790,2026-07-30,5,3.45
L017791,2026-07-30,3,1.12
L017792,2026-07-30,1,0.1
L017793,2026-07-30,3,1.12
L017794,2026-07-30,5,3.45
L017795,2026-07-30,2,0.46
L017796,2026-07-30,4,2.11
L017797,2026-07-30,3,1.12
L017798,2026-07-30,2,0.46
L017799,2026-07-30,3,1.12
L017800,2026-07-30,3,1.12
L017801,2026-07-30,1,0.1
L017802,2026-07-30,7,7.23
L017803,2026-07-30,2,0.46
L017804,2026-07-30,8,9.7
L017805,2026-07-30,2,0.46
L017806,2026-07-30,1,0.1
L017807,2026-07-30,3,1.12
L017808,2026-07-30,1,0.1
L017809,2026-07-30,3,1.12
L017810,2026-07-30,2,0.46
L017811,2026-07-30,8,9.7
L017812,2026-07-30,3,1.12
L017813,2026-07-30,5,3.45
L017814,2026-07-30,6,5.15
L017815,2026-07-30,2,0.46
L017816,2026-07-30,2,0.46
L017817,2026-07-30,2,0.46
L017818,2026-07-30,4,2.11
L017819,2026-07-30,1,0.1
L017820,2026-07-30,10,15.85
L017821,2026-07-30,1,0.1
L017822,2026-07-30,1,0.1
L017823,2026-07-30,8,9.7
L017824,2026-07-30,1,0.1
L017825,2026-07-30,1,0.1
L017826,2026-07-30,1,0.1
L017827,2026-07-30,5,3.45
L017828,2026-07-30,1,0.1
L017829,2026-07-30,3,1.12
L017830,2026-07-30,8,9.7
L017831,2026-07-30,8,9.7
L017832,2026-07-30,5,3.45
L017833,2026-07-30,1,0.1
L017834,2026-07-30,3,1.12
L017835,2026-07-30,9,12.57
L017836,2026-07-30,6,5.15
L017837,2026-07-30,1,0.1
L017838,2026-07-30,2,0.46
L017839,2026-07-30,9,12.57
L017840,2026-07-30,3,1.12
L017841,2026-07-30,4,2.11
L017842,2026-07-30,4,2.11
L017843,2026-07-30,3,1.12
L017844,2026-07-30,1,0.1
L017845,2026-07-30,10,15.85
L017846,2026-07-30,3,1.12
L017847,2026-07-30,4,2.11
L017848,2026-07-30,3,1.12
L017849,2026-07-30,2,0.46
L017850,2026-07-30,7,7.23
L017851,2026-07-30,2,0.46
L017852,2026-07-30,5,3.45
L017853,2026-07-30,2,0.46
L017854,2026-07-30,5,3.45
L017855,2026-07-30,1,0.1
L017856,2026-07-30,3,1.12
L017857,2026-07-30,2,0.46
L017858,2026-07-30,7,7.23
L017859,2026-07-30,1,0.1
L017860,2026-07-30,2,0.46
L017861,2026-07-30,1,0.1
L017862,2026-07-30,3,1.12
L017863,2026-07-30,2,0.46
L017864,2026-07-30,2,0.46
L017865,2026-07-30,9,12.57
L017866,2026-07-30,3,1.12
L017867,2026-07-30,9,12.57
L017868,2026-07-30,1,0.1
L017869,2026-07-30,9,12.57
L017870,2026-07-30,7,7.23
L017871,2026-07-30,7,7.23
L017872,2026-07-30,5,3.45
L017873,2026-07-30,9,12.57
L017874,2026-07-30,8,9.7
L017875,2026-07-30,3,1.12
L017876,2026-07-30,3,1.12
L017877,2026-07-30,10,15.85
L017878,2026-07-30,5,3.45
L017879,2026-07-30,1,0.1
L017880,2026-07-30,10,15.85
L017881,2026-07-30,3,1.12
L017882,2026-07-30,3,1.12
L017883,2026-07-30,6,5.15
L017884,2026-07-30,7,7.23
L017885,2026-07-30,2,0.46
L017886,2026-07-30,2,0.46
L017887,2026-07-30,3,1.12
L017888,2026-07-30,8,9.7
L017889,2026-07-30,4,2.11
L017890,2026-07-30,3,1.12
L017891,2026-07-30,1,0.1
L017892,2026-07-30,7,7.23
L017893,2026-07-30,3,1.12
L017894,2026-07-30,7,7.23
L017895,2026-07-30,3,1.12
L017896,2026-07-30,10,15.85
L017897,2026-07-30,1,0.1
L017898,2026-07-30,3,1.12
L017899,2026-07-30,1,0.1
L017900,2026-07-30,2,0.46
L017901,2026-07-30,4,2.11
L017902,2026-07-30,1,0.1
L017903,2026-07-30,1,0.1
L017904,2026-07-30,1,0.1
L017905,2026-07-30,2,0.46
L017906,2026-07-30,6,5.15
L017907,2026-07-30,2,0.46
L017908,2026-07-30,6,5.15
L017909,2026-07-30,2,0.46
L017910,2026-07-30,1,0.1
L017911,2026-07-30,7,7.23
L017912,2026-07-30,3,1.12
L017913,2026-07-30,10,15.85
L017914,2026-07-30,5,3.45
L017915,2026-07-30,8,9.7
L017916,2026-07-30,6,5.15
L017917,2026-07-30,3,1.12
L017918,2026-07-30,6,5.15
L017919,2026-07-30,3,1.12
L017920,2026-07-30,2,0.46
L017921,2026-07-30,7,7.23
L017922,2026-07-30,1,0.1
L017923,2026-07-30,1,0.1
L017924,2026-07-30,3,1.12
L017925,2026-07-30,3,1.12
L017926,2026-07-30,2,0.46
L017927,2026-07-30,3,1.12
L017928,2026-07-30,5,3.45
L017929,2026-07-30,3,1.12
L017930,2026-07-30,4,2.11
L017931,2026-07-30,1,0.1
L017932,2026-07-30,3,1.12
L017933,2026-07-30,8,9.7
L017934,2026-07-30,1,0.1
L017935,2026-07-30,1,0.1
L017936,2026-07-30,2,0.46
L017937,2026-07-30,6,5.15
L017938,2026-07-30,1,0.1
L017939,2026-07-30,3,1.12
L017940,2026-07-30,1,0.1
L017941,2026-07-30,8,9.7
L017942,2026-07-30,10,15.85
L017943,2026-07-30,4,2.11
L017944,2026-07-30,2,0.46
L017945,2026-07-30,3,1.12
L017946,2026-07-30,7,7.23
L017947,2026-07-30,1,0.1
L017948,2026-07-30,6,5.15
L017949,2026-07-30,7,7.23
L017950,2026-07-30,5,3.45
L017951,2026-07-30,1,0.1
L017952,2026-07-30,2,0.46
L017953,2026-07-30,1,0.1
L017954,2026-07-30,2,0.46
L017955,2026-07-30,8,9.7
L017956,2026-07-30,1,0.1
L017957,2026-07-30,2,0.46
L017958,2026-07-30,7,7.23
L017959,2026-07-30,3,1.12
L017960,2026-07-30,3,1.12
L017961,2026-07-30,7,7.23
L017962,2026-07-30,2,0.46
L017963,2026-07-30,1,0.1
L017964,2026-07-30,2,0.46
L017965,2026-07-30,1,0.1
L017966,2026-07-30,4,2.11
L017967,2026-07-30,2,0.46
L017968,2026-07-30,1,0.1
L017969,2026-07-30,1,0.1
L017970,2026-07-30,1,0.1
L017971,2026-07-30,1,0.1
L017972,2026-07-30,6,5.15
L017973,2026-07-30,9,12.57
L017974,2026-07-30,3,1.12
L017975,2026-07-30,1,0.1
L017976,2026-07-30,2,0.46
L017977,2026-07-30,2,0.46
L017978,2026-07-30,2,0.46
L017979,2026-07-30,7,7.23
L017980,2026-07-30,6,5.15
L017981,2026-07-30,3,1.12
L017982,2026-07-30,3,1.12
L017983,2026-07-30,6,5.15
L017984,2026-07-30,5,3.45
L017985,2026-07-30,2,0.46
L017986,2026-07-30,2,0.46
L017987,2026-07-30,3,1.12
L017988,2026-07-30,2,0.46
L017989,2026-07-30,2,0.46
L017990,2026-07-30,2,0.46
L017991,2026-07-30,2,0.46
L017992,2026-07-30,10,15.85
L017993,2026-07-30,2,0.46
L017994,2026-07-30,4,2.11
L017995,2026-07-30,2,0.46
L017996,2026-07-30,2,0.46
L017997,2026-07-30,3,1.12
L017998,2026-07-30,2,0.46
L017999,2026-07-30,4,2.11
L018000,2026-07-30,3,1.12
L018001,2026-07-30,4,2.11
L018002,2026-07-30,1,0.1
L018003,2026-07-30,8,9.7
L018004,2026-07-30,2,0.46
L018005,2026-07-30,7,7.23
L018006,2026-07-30,2,0.46
L018007,2026-07-30,1,0.1
L018008,2026-07-30,1,0.1
L018009,2026-07-30,1,0.1
L018010,2026-07-30,2,0.46
L018011,2026-07-30,1,0.1
L018012,2026-07-30,3,1.12
L018013,2026-07-30,7,7.23
L018014,2026-07-30,1,0.1
L018015,2026-07-30,3,1.12
L018016,2026-07-30,1,0.1
L018017,2026-07-30,8,9.7
L018018,2026-07-30,9,12.57
L018019,2026-07-30,3,1.12
L018020,2026-07-30,8,9.7
L018021,2026-07-30,1,0.1
L018022,2026-07-30,1,0.1
L018023,2026-07-30,3,1.12
L018024,2026-07-30,1,0.1
L018025,2026-07-30,6,5.15
L018026,2026-07-30,3,1.12
L018027,2026-07-30,1,0.1
L018028,2026-07-30,3,1.12
L018029,2026-07-30,3,1.12
L018030,2026-07-30,8,9.7
L018031,2026-07-30,6,5.15
L018032,2026-07-30,2,0.46
L018033,2026-07-30,2,0.46
L018034,2026-07-30,2,0.46
L018035,2026-07-30,3,1.12
L018036,2026-07-30,10,15.85
L018037,2026-07-30,10,15.85
L018038,2026-07-30,2,0.46
L018039,2026-07-30,9,12.57
L018040,2026-07-30,1,0.1
L018041,2026-07-30,2,0.46
L018042,2026-07-30,7,7.23
L018043,2026-07-30,10,15.85
L018044,2026-07-30,2,0.46
L018045,2026-07-30,3,1.12
L018046,2026-07-30,1,0.1
L018047,2026-07-30,2,0.46
L018048,2026-07-30,3,1.12
L018049,2026-07-30,2,0.46
L018050,2026-07-30,2,0.46
L018051,2026-07-30,6,5.15
L018052,2026-07-30,2,0.46
L018053,2026-07-30,7,7.23
L018054,2026-07-30,3,1.12
L018055,2026-07-30,4,2.11
L018056,2026-07-30,3,1.12
L018057,2026-07-30,5,3.45
L018058,2026-07-30,1,0.1
L018059,2026-07-30,2,0.46
L018060,2026-07-30,1,0.1
L018061,2026-07-30,3,1.12
L018062,2026-07-30,1,0.1
L018063,2026-07-30,2,0.46
L018064,2026-07-30,2,0.46
L018065,2026-07-30,6,5.15
L018066,2026-07-30,3,1.12
L018067,2026-07-30,10,15.85
L018068,2026-07-30,3,1.12
L018069,2026-07-30,4,2.11
L018070,2026-07-30,5,3.45
L018071,2026-07-30,3,1.12
L018072,2026-07-30,2,0.46
L018073,2026-07-30,3,1.12
L018074,2026-07-30,1,0.1
L018075,2026-07-30,5,3.45
L018076,2026-07-30,2,0.46
L018077,2026-07-30,3,1.12
L018078,2026-07-30,3,1.12
L018079,2026-07-30,1,0.1
L018080,2026-07-30,1,0.1
L018081,2026-07-30,10,15.85
L018082,2026-07-30,2,0.46
L018083,2026-07-30,1,0.1
L018084,2026-07-30,8,9.7
L018085,2026-07-30,5,3.45
L018086,2026-07-30,7,7.23
L018087,2026-07-30,2,0.46
L018088,2026-07-30,2,0.46
L018089,2026-07-30,2,0.46
L018090,2026-07-30,1,0.1
L018091,2026-07-30,9,12.57
L018092,2026-07-30,3,1.12
L018093,2026-07-30,1,0.1
L018094,2026-07-30,2,0.46
L018095,2026-07-30,2,0.46
L018096,2026-07-30,1,0.1
L018097,2026-07-30,2,0.46
L018098,2026-07-30,2,0.46
L018099,2026-07-30,3,1.12
L018100,2026-07-30,2,0.46
L018101,2026-07-30,3,1.12
L018102,2026-07-30,2,0.46
L018103,2026-07-30,1,0.1
L018104,2026-07-30,2,0.46
L018105,2026-07-30,3,1.12
L018106,2026-07-30,9,12.57
L018107,2026-07-30,3,1.12
L018108,2026-07-30,5,3.45
L018109,2026-07-30,5,3.45
L018110,2026-07-30,1,0.1
L018111,2026-07-30,6,5.15
L018112,2026-07-30,8,9.7
L018113,2026-07-30,1,0.1
L018114,2026-07-30,9,12.57
L018115,2026-07-30,1,0.1
L018116,2026-07-30,3,1.12
L018117,2026-07-30,7,7.23
L018118,2026-07-30,2,0.46
L018119,2026-07-30,1,0.1
L018120,2026-07-30,1,0.1
L018121,2026-07-30,2,0.46
L018122,2026-07-30,8,9.7
L018123,2026-07-30,1,0.1
L018124,2026-07-30,1,0.1
L018125,2026-07-30,9,12.57
L018126,2026-07-30,1,0.1
L018127,2026-07-30,1,0.1
L018128,2026-07-30,1,0.1
L018129,2026-07-30,1,0.1
L018130,2026-07-30,5,3.45
L018131,2026-07-30,8,9.7
L018132,2026-07-30,3,1.12
L018133,2026-07-30,1,0.1
L018134,2026-07-30,3,1.12
L018135,2026-07-30,2,0.46
L018136,2026-07-30,3,1.12
L018137,2026-07-30,2,0.46
L018138,2026-07-30,3,1.12
L018139,2026-07-30,2,0.46
L018140,2026-07-30,3,1.12
L018141,2026-07-30,3,1.12
L018142,2026-07-30,3,1.12
L018143,2026-07-30,1,0.1
L018144,2026-07-30,9,12.57
L018145,2026-07-30,1,0.1
L018146,2026-07-30,4,2.11
L018147,2026-07-30,1,0.1
L018148,2026-07-30,3,1.12
L018149,2026-07-30,1,0.1
L018150,2026-07-30,3,1.12
L018151,2026-07-30,1,0.1
L018152,2026-07-30,2,0.46
L018153,2026-07-30,1,0.1
L018154,2026-07-30,3,1.12
L018155,2026-07-30,6,5.15
L018156,2026-07-30,2,0.46
L018157,2026-07-30,6,5.15
L018158,2026-07-30,7,7.23
L018159,2026-07-30,3,1.12
L018160,2026-07-30,2,0.46
L018161,2026-07-30,2,0.46
L018162,2026-07-30,6,5.15
L018163,2026-07-30,2,0.46
L018164,2026-07-30,5,3.45
L018165,2026-07-30,2,0.46
L018166,2026-07-30,10,15.85
L018167,2026-07-30,9,12.57
L018168,2026-07-30,3,1.12
L018169,2026-07-30,9,12.57
L018170,2026-07-30,3,1.12
L018171,2026-07-30,2,0.46
L018172,2026-07-30,3,1.12
L018173,2026-07-30,3,1.12
L018174,2026-07-30,3,1.12
L018175,2026-07-30,3,1.12
L018176,2026-07-30,8,9.7
L018177,2026-07-30,2,0.46
L018178,2026-07-30,8,9.7
L018179,2026-07-30,3,1.12
L018180,2026-07-30,3,1.12
L018181,2026-07-30,2,0.46
L018182,2026-07-30,2,0.46
L018183,2026-07-30,2,0.46
L018184,2026-07-30,10,15.85
L018185,2026-07-30,1,0.1
L018186,2026-07-30,3,1.12
L018187,2026-07-30,3,1.12
L018188,2026-07-30,2,0.46
L018189,2026-07-30,8,9.7
L018190,2026-07-30,2,0.46
L018191,2026-07-30,5,3.45
L018192,2026-07-30,2,0.46
L018193,2026-07-30,2,0.46
L018194,2026-07-30,7,7.23
L018195,2026-07-30,8,9.7
L018196,2026-07-30,2,0.46
L018197,2026-07-30,2,0.46
L018198,2026-07-30,10,15.85
L018199,2026-07-30,3,1.12
L018200,2026-07-30,3,1.12
L018201,2026-07-30,9,12.57
L018202,2026-07-30,1,0.1
L018203,2026-07-30,10,15.85
L018204,2026-07-30,3,1.12
L018205,2026-07-30,6,5.15
L018206,2026-07-30,3,1.12
L018207,2026-07-30,4,2.11
L018208,2026-07-30,2,0.46
L018209,2026-07-30,3,1.12
L018210,2026-07-30,1,0.1
L018211,2026-07-30,2,0.46
L018212,2026-07-30,1,0.1
L018213,2026-07-30,2,0.46
L018214,2026-07-30,2,0.46
L018215,2026-07-30,2,0.46
L018216,2026-07-30,9,12.57
L018217,2026-07-30,1,0.1
L018218,2026-07-30,3,1.12
L018219,2026-07-30,3,1.12
L018220,2026-07-30,1,0.1
L018221,2026-07-30,1,0.1
L018222,2026-07-30,2,0.46
L018223,2026-07-30,3,1.12
L018224,2026-07-30,4,2.11
L018225,2026-07-30,3,1.12
L018226,2026-07-30,4,2.11
L018227,2026-07-30,2,0.46
L018228,2026-07-30,2,0.46
L018229,2026-07-30,3,1.12
L018230,2026-07-30,2,0.46
L018231,2026-07-30,5,3.45
L018232,2026-07-30,3,1.12
L018233,2026-07-30,1,0.1
L018234,2026-07-30,3,1.12
L018235,2026-07-30,2,0.46
L018236,2026-07-30,8,9.7
L018237,2026-07-30,8,9.7
L018238,2026-07-30,1,0.1
L018239,2026-07-30,1,0.1
L018240,2026-07-30,1,0.1
L018241,2026-07-30,5,3.45
L018242,2026-07-30,5,3.45
L018243,2026-07-30,10,15.85
L018244,2026-07-30,2,0.46
L018245,2026-07-30,3,1.12
L018246,2026-07-30,3,1.12
L018247,2026-07-30,8,9.7
L018248,2026-07-30,3,1.12
L018249,2026-07-30,1,0.1
L018250,2026-07-30,4,2.11
L018251,2026-07-30,3,1.12
L018252,2026-07-30,2,0.46
L018253,2026-07-30,2,0.46
L018254,2026-07-30,2,0.46
L018255,2026-07-30,1,0.1
L018256,2026-07-30,2,0.46
L018257,2026-07-30,2,0.46
L018258,2026-07-30,3,1.12
L018259,2026-07-30,1,0.1
L018260,2026-07-30,2,0.46
L018261,2026-07-30,7,7.23
L018262,2026-07-30,1,0.1
L018263,2026-07-30,10,15.85
L018264,2026-07-30,7,7.23
L018265,2026-07-30,10,15.85
L018266,2026-07-30,7,7.23
L018267,2026-07-30,4,2.11
L018268,2026-07-30,1,0.1
L018269,2026-07-30,8,9.7
L018270,2026-07-30,1,0.1
L018271,2026-07-30,2,0.46
L018272,2026-07-30,10,15.85
L018273,2026-07-30,1,0.1
L018274,2026-07-30,2,0.46
L018275,2026-07-30,1,0.1
L018276,2026-07-30,2,0.46
L018277,2026-07-30,1,0.1
L018278,2026-07-30,2,0.46
L018279,2026-07-30,5,3.45
L018280,2026-07-30,3,1.12
L018281,2026-07-30,2,0.46
L018282,2026-07-30,6,5.15
L018283,2026-07-30,3,1.12
L018284,2026-07-30,3,1.12
L018285,2026-07-30,2,0.46
L018286,2026-07-30,1,0.1
L018287,2026-07-30,2,0.46
L018288,2026-07-30,3,1.12
L018289,2026-07-30,9,12.57
L018290,2026-07-30,3,1.12
L018291,2026-07-30,3,1.12
L018292,2026-07-30,2,0.46
L018293,2026-07-30,1,0.1
L018294,2026-07-30,2,0.46
L018295,2026-07-30,5,3.45
L018296,2026-07-30,3,1.12
L018297,2026-07-30,3,1.12
L018298,2026-07-30,6,5.15
L018299,2026-07-30,3,1.12
L018300,2026-07-30,1,0.1
L018301,2026-07-30,1,0.1
L018302,2026-07-30,4,2.11
L018303,2026-07-30,3,1.12
L018304,2026-07-30,2,0.46
L018305,2026-07-30,8,9.7
L018306,2026-07-30,3,1.12
L018307,2026-07-30,7,7.23
L018308,2026-07-30,2,0.46
L018309,2026-07-30,2,0.46
L018310,2026-07-30,3,1.12
L018311,2026-07-30,2,0.46
L018312,2026-07-30,1,0.1
L018313,2026-07-30,1,0.1
L018314,2026-07-30,9,12.57
L018315,2026-07-30,3,1.12
L018316,2026-07-30,2,0.46
L018317,2026-07-30,1,0.1
L018318,2026-07-30,6,5.15
L018319,2026-07-30,2,0.46
L018320,2026-07-30,2,0.46
L018321,2026-07-30,2,0.46
L018322,2026-07-30,3,1.12
L018323,2026-07-30,3,1.12
L018324,2026-07-30,3,1.12
L018325,2026-07-30,6,5.15
L018326,2026-07-30,2,0.46
L018327,2026-07-30,2,0.46
L018328,2026-07-30,6,5.15
L018329,2026-07-30,1,0.1
L018330,2026-07-30,3,1.12
L018331,2026-07-30,4,2.11
L018332,2026-07-30,2,0.46
L018333,2026-07-30,3,1.12
L018334,2026-07-30,2,0.46
L018335,2026-07-30,10,15.85
L018336,2026-07-30,1,0.1
L018337,2026-07-30,2,0.46
L018338,2026-07-30,1,0.1
L018339,2026-07-30,8,9.7
L018340,2026-07-30,3,1.12
L018341,2026-07-30,6,5.15
L018342,2026-07-30,10,15.85
L018343,2026-07-30,1,0.1
L018344,2026-07-30,1,0.1
L018345,2026-07-30,2,0.46
L018346,2026-07-30,1,0.1
L018347,2026-07-30,2,0.46
L018348,2026-07-30,9,12.57
L018349,2026-07-30,3,1.12
L018350,2026-07-30,6,5.15
L018351,2026-07-30,3,1.12
L018352,2026-07-30,10,15.85
L018353,2026-07-30,1,0.1
L018354,2026-07-30,8,9.7
L018355,2026-07-30,1,0.1
L018356,2026-07-30,1,0.1
L018357,2026-07-30,4,2.11
L018358,2026-07-30,9,12.57
L018359,2026-07-30,2,0.46
L018360,2026-07-30,2,0.46
L018361,2026-07-30,3,1.12
L018362,2026-07-30,2,0.46
L018363,2026-07-30,2,0.46
L018364,2026-07-30,2,0.46
L018365,2026-07-30,7,7.23
L018366,2026-07-30,5,3.45
L018367,2026-07-30,5,3.45
L018368,2026-07-30,3,1.12
L018369,2026-07-30,6,5.15
L018370,2026-07-30,1,0.1
L018371,2026-07-30,8,9.7
L018372,2026-07-30,1,0.1
L018373,2026-07-30,2,0.46
L018374,2026-07-30,4,2.11
L018375,2026-07-30,1,0.1
L018376,2026-07-30,10,15.85
L018377,2026-07-30,4,2.11
L018378,2026-07-30,7,7.23
L018379,2026-07-30,6,5.15
L018380,2026-07-30,1,0.1
L018381,2026-07-30,3,1.12
L018382,2026-07-30,3,1.12
L018383,2026-07-30,1,0.1
L018384,2026-07-30,2,0.46
L018385,2026-07-30,1,0.1
L018386,2026-07-30,2,0.46
L018387,2026-07-30,1,0.1
L018388,2026-07-30,1,0.1
L018389,2026-07-30,1,0.1
L018390,2026-07-30,1,0.1
L018391,2026-07-30,1,0.1
L018392,2026-07-30,7,7.23
L018393,2026-07-30,2,0.46
L018394,2026-07-30,6,5.15
L018395,2026-07-30,9,12.57
L018396,2026-07-30,3,1.12
L018397,2026-07-30,5,3.45
L018398,2026-07-30,2,0.46
L018399,2026-07-30,2,0.46
L018400,2026-07-30,1,0.1
L018401,2026-07-30,3,1.12
L018402,2026-07-30,7,7.23
L018403,2026-07-30,1,0.1
L018404,2026-07-30,6,5.15
L018405,2026-07-30,1,0.1
L018406,2026-07-30,1,0.1
L018407,2026-07-30,10,15.85
L018408,2026-07-30,1,0.1
L018409,2026-07-30,5,3.45
L018410,2026-07-30,3,1.12
L018411,2026-07-30,1,0.1
L018412,2026-07-30,1,0.1
L018413,2026-07-30,2,0.46
L018414,2026-07-30,1,0.1
L018415,2026-07-30,3,1.12
L018416,2026-07-30,5,3.45
L018417,2026-07-30,2,0.46
